tokens,BIO
"['Они', 'уверены', ',', 'что', 'создание', 'перечня', 'сохранит', 'зависимость', 'Великобритании', 'от', 'ЕС', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-ORG', 'O']"
"['Напомним', ',', 'Борис', 'Джонсон', 'стал', 'третьим', 'по', 'счету', 'министром', 'в', 'кабинете', 'Мэй', ',', 'покинувшим', 'свой', 'пост', 'в', 'знак', 'протеста', 'против', 'условий', 'Brexit', '.']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'O']"
"['Ряд', 'политиков', 'призвали', 'к', 'отставке', 'правительства', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Муж', 'оправданной', 'в', 'Пакистане', 'христианки', 'просит', 'для', 'семьи', 'убежища', 'в', 'США', '04.11.2018', 'Между', 'тем', 'адвокат', 'Биби', 'Саиф', 'уль-Малук', ',', 'вылетевший', 'в', 'Италию', 'из-за', 'угроз', 'исламистов', ',', 'заявил', ',', 'что', 'в', 'аэропорту', 'Рима', 'его', 'полчаса', 'допрашивали', 'сотрудники', 'антитеррористического', 'подразделения', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-PER', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'конце', 'прошлой', 'недели', 'британский', 'кабинет', 'министров', 'согласовал', 'план', 'переговоров', 'с', 'Брюсселем', ',', 'и', 'Тереза', 'Мэй', 'объявила', ':', 'Великобритания', 'выступает', 'за', 'создание', 'зоны', 'свободной', 'торговли', 'с', 'Евросоюзом', ',', 'а', 'министры', ',', 'которые', 'станут', 'выражать', 'недовольство', 'ее', 'переговорным', 'планом', ',', 'будут', 'отправлены', 'в', 'отставку', '.']","['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Bravo', '@', 'BorisJohnson', '.']","['O', 'O', 'O', 'O']"
"['Накануне', 'сообщалось', ',', 'что', 'сотрудники', 'этой', 'тюрьмы', 'ранее', 'арестовали', 'двух', 'других', 'заключенных', ',', 'которые', 'намеревались', 'задушить', 'Биби', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
"['Суд', 'приговорил', 'ее', 'к', 'смерти', 'за', 'оскорбление', 'пророка', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Позднее', 'в', 'Twitter', 'он', 'отметил', ',', 'что', 'также', 'сожалеет', ',', 'что', 'идея', 'Brexit', 'не', 'пропала', 'также', 'вместе', 'с', 'уходом', 'Бориса', 'Джонсона', 'с', 'поста', 'главы', 'внешнеполитического', 'ведомства', '.']","['O', 'O', 'B-PRO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O']"
"['Информацию', 'об', 'этом', 'информирует', 'РИА', 'Новости', 'ссылаясь', 'на', 'кабинет', 'английского', 'премьера', '.']","['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'специальном', 'телеобращении', 'к', 'стране', 'глава', 'правительства', 'заявил', ',', 'что', 'радикально', 'настроенные', 'элементы', 'разжигают', 'ненависть', 'ради', 'достижения', 'собственных', 'политических', 'целей', 'и', 'что', 'их', 'действия', 'не', 'идут', 'на', 'пользу', 'исламу', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Как', 'в', 'данном', 'важнейшем', 'процессе', 'несомненно', 'поможет', 'продвинуться', 'прошлый', 'министр', 'по', 'строительству', '—', 'вопрос', 'дискуссионный', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Это', 'связано', 'с', 'несогласием', 'относительно', 'планов', 'отношения', 'Великобритании', 'и', 'ЕС', 'после', 'официального', 'выхода', 'страны', 'из', 'Евросоюза', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['Впрочем', ',', 'даже', 'договорившись', 'с', 'руководством', 'Евросоюза', 'об', 'условиях', 'выхода', 'Британии', 'и', 'благополучно', 'пережив', 'в', 'качестве', 'премьера', 'конференцию', 'тори', ',', 'Мэй', 'не', 'может', 'быть', 'уверенной', ',', 'что', 'далее', 'все', 'пройдет', 'гладко', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Глава', 'МИД', 'Великобритании', 'Борис', 'Джонсон', 'ушел', 'в', 'отставку', 'О', 'том', ',', 'кто', 'придет', 'на', 'смену', 'Борису', 'Джонсону', ',', 'будет', 'объявлено', 'позднее', ',', 'говорится', 'в', 'заявлении', 'правительства', 'Великобритании', '.']","['O', 'B-ORG', 'B-LOC', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-LOC', 'O']"
"['Его', 'замена', 'будет', 'объявлена', 'в', 'ближайшее', 'время', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Существуют', 'опасения', ',', 'что', 'оправдание', 'Биби', 'приведет', 'к', 'яростной', 'реакции', 'среди', 'мусульман-сторонников', 'жесткой', 'линии', '.']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'ноябре', '2010', 'года', 'он', 'посетил', 'Асию', 'Биби', 'в', 'тюрьме', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O']"
"['Дэвис', 'подал', 'в', 'отставку', 'в', 'связи', 'с', 'несогласием', 'относительно', 'планов', 'экономических', 'отношений', 'Великобритании', 'и', 'ЕС', 'после', 'официального', 'выхода', 'страны', 'из', 'Евросоюза', '.']","['I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['Это', 'заметила', 'ее', 'соседка', ',', 'с', 'которой', 'у', 'семьи', 'Биби', 'были', 'напряженные', 'отношения', 'из-за', 'собственности', ',', 'увидела', 'это', 'и', 'заявила', ',', 'что', 'христианка', 'не', 'имеет', 'права', 'пить', 'из', 'посуды', ',', 'которую', 'используют', 'мусульмане', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Туск', 'на', 'пресс-конференции', 'в', 'Брюсселе', 'в', 'понедельник', '.']","['I-PER', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']"
"['Обвинения', 'были', 'выдвинуты', 'в', '2009', 'году', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'тексте', 'также', 'включен', 'протокол', 'по', 'статусу', 'границы', 'между', 'Ирландией', 'и', 'Северной', 'Ирландией', ',', 'которая', 'должна', 'быть', 'открытой', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Российский', 'сенатор', 'Константин', 'Косачев', 'считает', ',', 'что', 'не', 'стоит', 'ждать', 'резких', 'перемен', 'во', 'внешнеполитическом', 'курсе', 'Лондона', 'после', 'отставки', 'Джонсона', '.']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'O']"
"['Премьер', 'благодарит', 'Бориса', 'за', 'его', 'работу', '""', ',', '-', 'приводит', 'телеканал', 'текст', 'заявления', 'Даунинг-Стрит', '.']","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['Брекзитеры', 'недовольны', 'уступками', 'Мэй', 'по', 'отношению', 'к', 'Европейскому', 'союзу', '.']","['B-PER', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O']"
"['Асия', 'Биби', 'подала', 'апелляцию', 'в', 'Верховный', 'суд', 'в', 'ноябре', '2014', 'г', '.']","['B-PER', 'I-PER', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']"
"['Первым', 'был', ',', 'отказавшийся', 'поддержать', 'новую', 'программу', 'премьера', 'по', 'созданию', 'зон', 'свободной', 'торговли', 'с', 'Евросоюзом', 'после', 'выхода', 'из', 'его', 'состава', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'ответ', 'Асия', 'Биби', 'якобы', 'высказала', 'пренебрежительные', 'замечания', 'об', 'исламском', 'пророке', 'Мухаммаде', '.']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
"['Brexit', 'должен', 'состояться', '29', 'марта', '2019', 'года', '.']","['B-EVT', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Туск', 'поднял', 'вопрос', 'об', 'отмене', 'Brexit', 'из-за', 'отставки', 'Джонсона', 'Председатель', 'Европейского', 'Совета', 'Дональт', 'Туск', 'признал', ',', 'что', 'программа', 'действий', 'по', 'выходу', 'Великобритании', 'из', 'состава', 'Евросоюза', 'не', 'прекратит', 'действовать', 'с', 'уходом', 'в', 'отставку', 'министра', 'по', 'вопросам', 'Brexit', 'Дэвида', 'Дэвиса', 'и', 'главы', 'МИД', 'Бориса', 'Джонсона', '.']","['B-PER', 'O', 'O', 'O', 'O', 'B-EVT', 'O', 'O', 'B-PER', 'O', 'B-ORG', 'I-ORG', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'B-PER', 'I-PER', 'O']"
"['Судьба', 'Терезы', 'Мэй', 'неожиданно', 'оказалась', 'в', 'руках', 'Бориса', 'Джонсона', '(', 'фото', ')', 'В', 'понедельник', ',', '9', 'июля', ',', 'премьер-министр', 'Великобритании', 'Тереза', 'Мэй', 'назначила', 'нового', 'министра', 'по', 'вопросам', 'выхода', 'королевства', 'из', 'состава', 'Евросоюза', '.']","['O', 'B-PER', 'B-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-PER', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['За', 'несколько', 'часов', 'до', 'этого', 'стало', 'известно', 'об', 'отставке', 'Бориса', 'Джонсона', ',', 'выразившего', 'несогласие', 'с', '""', 'мягким', '""', 'вариантом', 'Мэй', 'по', 'выходу', 'Великобритании', 'из', 'Евросоюза', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'B-LOC', 'O', 'B-ORG', 'O']"
"['Об', 'этом', 'сообщает', 'ONLINE', '.']","['O', 'O', 'O', 'B-PRO', 'I-PRO']"
"['Сама', 'она', 'утверждала', ',', 'что', 'невиновна', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', '2014', 'году', 'просьбу', 'о', 'помиловании', 'Биби', 'направил', 'президенту', 'Пакистана', 'Патриарх', 'Московский', 'и', 'всея', 'Руси', 'Кирилл', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'теории', 'это', 'может', 'привести', 'к', 'отставке', 'Мэй', 'с', 'поста', 'лидера', 'партии', 'и', ',', 'соответственно', ',', 'главы', 'правительства', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Накануне', 'по', 'этим', 'же', 'причинам', 'свои', 'посты', 'покинули', 'министр', 'по', 'вопросам', 'Brexit', 'Дэвид', 'Дэвис', 'и', 'его', 'заместитель', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O']"
"['СмотретьБританский', 'министр', 'по', 'задачам', 'Brexit', 'подал', 'в', 'отставкуДэвид', 'Дэвис', ',', 'занимавший', 'этот', 'пост', 'ранее', ',', 'подал', 'в', 'отставку', 'накануне', '.']","['O', 'O', 'O', 'O', 'B-EVT', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'ответ', 'на', 'это', 'Биби', 'три', 'раза', 'непочтительно', 'высказалась', 'о', 'пророке', 'Мухаммеде', '.']","['O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
"['Она', 'работала', 'тогда', 'сборщицей', 'фруктов', ',', 'а', 'ее', 'муж', 'на', 'кирпичном', 'заводе', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Напомним', ',', 'что', 'Джонсон', 'является', 'сторонником', 'жесткого', 'Brexit', '.']","['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-EVT', 'O']"
"['Критики', 'суровых', 'наказаний', 'в', 'рамках', 'данной', 'нормы', 'говорят', ',', 'что', 'она', 'часто', 'применяется', 'как', 'средство', 'мести', 'в', 'личных', 'конфликтах', ',', 'а', 'обвинения', 'порой', 'базируются', 'на', 'очень', 'слабых', 'доказательствах', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'течение', 'этого', 'времени', 'британская', 'сторона', 'не', 'сможет', 'участвовать', 'в', 'принятии', 'решений', ',', 'но', 'продолжит', 'соблюдать', 'правила', 'Евросоюза', ',', 'вносить', 'взносы', 'в', 'его', 'бюджет', 'и', 'признавать', 'решения', 'суда', 'ЕС', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-ORG', 'O']"
"['Азия', 'Биби', ',', 'мать', 'пятерых', 'детей', ',', 'неоднократно', 'отвергала', 'обвинения', 'в', 'свой', 'адрес', '.']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Верховный', 'Суд', 'Пакистана', 'пересмотрит', 'дело', 'христианки', 'Асии', 'Биби', ',', '15', ':', '44', 'REGNUM', '28', 'января', 'представители', 'Верховного', 'Суда', 'Пакистана', 'заявили', ',', 'что', 'дело', 'христианки', 'Асии', 'Биби', 'будет', 'пересмотрено', '29', 'января', '.']","['B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O']"
"['Народное', 'недовольство', 'вызвано', 'решением', 'верховного', 'суда', 'Пакистана', ',', 'отменившего', 'смертный', 'приговор', 'христианке', 'Асии', 'Биби', ',', 'обвиненной', 'в', 'богохульстве', '.']","['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O']"
"['Тереза', 'Мэй', 'вызвала', 'в', 'пятницу', 'прошлой', 'недели', 'всех', 'членов', 'кабинета', 'министров', 'в', 'свою', 'загородную', 'резиденцию', ',', 'чтобы', 'правительство', 'могло', 'согласовать', 'план', ',', 'который', 'Великобритания', 'предложит', 'Евросоюзу', '.']","['B-PER', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-ORG', 'O']"
"['Асия', 'Биби', 'обвинялась', 'в', 'богохульственных', 'высказываниях', '.']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O']"
"['Чтобы', 'избежать', 'стычек', ',', 'власти', 'Пакистана', 'были', 'вынуждены', 'закрыть', 'учебные', 'заведения', 'по', 'всей', 'стране', ',', 'усилить', 'охрану', 'церквей', 'и', 'даже', 'отключить', 'мобильную', 'связь', 'в', 'Лахоре', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['В', 'городе', 'пробки', 'на', 'каждом', 'шагу', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Сам', 'Brexit', 'бывший', 'министр', 'назвал', 'умирающей', 'мечтой', '.']","['O', 'B-EVT', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Но', 'критики', 'утверждают', ',', 'что', 'законы', 'о', 'богохульстве', 'нередко', 'используются', 'как', 'инструмент', 'для', 'сведения', 'счетов', 'в', 'бытовых', 'конфликтах', 'и', 'обвинения', 'строятся', 'на', 'крайне', 'слабых', 'доказательствах', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['twitter', 'В', 'Англии', 'назначен', 'новый', 'министр', 'по', 'делам', 'Brexit', '.']","['B-PRO', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'O']"
"['Осуждённая', 'отрицала', 'свою', 'вину', '.']","['O', 'O', 'O', 'O', 'O']"
"['В', 'ответ', 'они', 'заблокировали', 'магистрали', ',', 'ведущие', 'в', 'столицу', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'Пакистане', 'заслушают', 'дело', 'христианки', 'по', 'оскорблению', 'пророка', 'Мухаммеда', ',', '16', ':', '37', 'REGNUM', '8', 'октября', 'в', 'Пакистане', 'пройдёт', 'слушание', 'по', 'делу', 'Азии', 'Норин', ',', 'более', 'известной', 'как', 'Азия', 'Биби', ',', 'христианки', 'из', 'провинции', 'Пакистана', 'Панджаб', ',', 'столица', 'город', 'Лахор', ',', 'обвиняемой', 'в', 'оскорблении', 'пророка', 'Мухаммеда', 'по', 'статье', '295', 'части', 'C', 'Уголовного', 'кодекса', 'Пакистана', 'за', 'богохульство', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-LOC', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']"
"['Также', 'сообщается', ',', 'что', 'Мэй', 'поблагодарила', 'Джонсона', 'за', 'работу', '.']","['O', 'O', 'O', 'O', 'B-PER', 'O', 'B-PER', 'O', 'O', 'O']"
"['До', 'этого', 'был', 'мэром', 'Лондона', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['Новым', 'министром', 'по', 'делам', 'Brexit', 'стал', 'Доминик', 'Рааб', 'Среди', 'претендентов', 'на', 'этот', 'пост', 'английские', 'СМИ', 'называли', 'также', 'имена', 'министра', 'охраны', 'окружающей', 'среды', ',', 'продовольствия', 'и', 'сельскохозяйственного', 'развития', 'Майкла', 'Гоува', ',', 'руководителя', 'секретариата', 'Кабмина', 'Дэвида', 'Лидингтона', 'и', 'руководителя', 'МИД', 'Бориса', 'Джонсона', '.']","['O', 'O', 'O', 'O', 'B-EVT', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-ORG', 'B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'B-PER', 'I-PER', 'O']"
"['Мы', 'с', 'ними', 'не', 'согласны', ',', '—', 'сказала', 'она', 'в', 'парламенте', ',', 'говоря', 'о', 'позициях', 'экс-главы', 'МИД', 'и', 'бывшего', 'министра', 'по', 'вопросам', 'Brexit', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'O']"
"['По', 'нему', 'вплоть', 'до', 'этого', 'времени', 'не', 'казнили', 'ни', 'одного', 'человека', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['После', 'нескольких', 'реплик', 'в', 'адрес', 'христианской', 'веры', 'Асия', 'Биби', 'ответила', ':', '«', 'Я', 'верю', 'в', 'Иисуса', 'Христа', ',', 'умершего', 'на', 'кресте', 'за', 'грехи', 'человечества', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Решение', 'Верховного', 'суда', 'страны', 'отменить', 'смертный', 'приговор', ',', 'вынесенный', 'христианке', '""', 'за', 'богохульство', '""', ',', 'привело', 'к', 'массовым', 'протестам', 'исламистов', '.']","['O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Протестующие', 'перекрывают', 'крупные', 'трассы', 'и', 'грозят', 'расправой', 'всем', ',', 'кто', 'помог', 'освобождению', 'Биби', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
"['После', 'того', ',', 'как', 'Дэвис', 'объявил', 'о', 'собственной', 'отставке', ',', 'в', 'прессе', 'появились', 'предположения', ',', 'что', 'его', 'примеру', 'могут', 'последовать', 'остальные', 'члены', 'кабмина', '.']","['O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['Все', ',', 'что', 'ее', 'оберегает', ',', '-', 'это', 'понимание', 'того', ',', 'что', 'на', 'настоящий', 'момент', 'никто', 'не', 'сможет', 'сделать', 'ее', 'неблагодарную', 'работу', 'лучше', 'нее', 'самой', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['СМИ', ':', 'Джонсон', 'ушел', 'в', 'отставку', 'Премьер-министр', 'Великобритании', 'Тереза', 'Мэй', 'в', 'понедельник', 'приняла', 'отставку', 'министра', 'иностранных', 'дел', 'Британии', 'Бориса', 'Джонсона', ',', 'сообщает', 'телеканал', '""', 'Скай', 'ньюз', '""', '.']","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-LOC', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PRO', 'I-PRO', 'O', 'O']"
"['По', 'правилам', 'консерваторов', ',', 'вопрос', 'о', 'недоверии', 'лидеру', 'партии', 'могут', 'поставить', '48', 'ее', 'депутатов', ',', 'однако', 'пока', 'о', 'внутрипартийном', 'восстании', 'речи', 'не', 'идет', '.']","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Он', 'выразил', 'несогласие', 'с', 'политикой', 'премьер-министра', 'Терезы', 'Мэй', 'по', 'ведению', 'переговоров', 'с', 'Европейским', 'союзом', 'о', 'выходе', 'королевства', 'из', 'Евросоюза', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['Опасаясь', 'массовых', 'беспорядков', ',', 'власти', 'закрыли', 'учебные', 'заведения', 'по', 'всей', 'стране', ',', 'усилили', 'охрану', 'церквей', ',', 'в', 'Лахоре', 'отключена', 'мобильная', 'телефонная', 'связь', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
"['сьогодні', ',', '12', ':', '48', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['Он', 'является', 'активным', 'сторонником', 'и', 'пропагандистом', 'Brexit', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'O']"
